"rotulo","provincia","direccion"
"REPSOL","GIPUZKOA","CARRETERA NACIONAL 1 KM. 445"
"CEPSA","GIPUZKOA","CARRETERA A-1 KM. 443"
"REPSOL","GIPUZKOA","CALLE GIPUZKOA, 59"
"GALP","GIRONA","AUTOVIA AP- 7 KM. 70,5"
"ZONA DIESEL","GIRONA","CTRA. ARBÚCIES-VILADRAU"
"BONAREA","GIRONA","POLIGONO PONT CREMAT, 2"
"E.S.AVINYONET","GIRONA","CARRETERA C-260 DE BESALU A ROSES KM. 41,000"
"ESCLATOIL","GIRONA","CALLE DE LA BASSA DEL CANEM, 22"
"CONDIS","GIRONA","PASEO DE LA FARGA, S/N"
"AVIA","GIRONA","RONDA CANALETA, 63"
"POSTE DE MATA","GIRONA","CRTA. C-150 km 16,630"
"POSTE DE MATA","GIRONA","CRTA. C-150 km 16,700"
"MLC","GIRONA","CARRETERA GI-623 KM. 1,8"
"ANEU OIL","GIRONA","CALLE DELS SALINCS, 11"
"FULL  ENERGY BELLCAIRE D'EMPORDA","GIRONA","CARRETERA GI-632 KM. 2,4"
"PETROLIS INDEPENDENTS - PETRO7","GIRONA","CARRETERA N-142E KM. 110,5"
"PETROLIS DE BARCELONA","GIRONA","CARRER CAN CULEBRA, PARCELA 44, S/N"
"CONDIS","GIRONA","POLIGONO DE LA AIGUETA, S/N"
"Q8","GIRONA","CALLE L'AIGÜETA PI B2 PARCELA 11, S/N"
"GM OIL","GIRONA","AVENIDA EUROPA, 57"
"Q8","GIRONA","AVENIDA EUROPA, D', 46"
"PETROLOWCOST","GIRONA","CARRETERA GI-600 KM. 1"
"REPSOL","GIRONA","CARRETERA C-35 KM. 92,800"
"ZONA DIESEL","GIRONA","CARRETERA N-II KM. 701"
"ANEU OIL","GIRONA","CARRER VAREMA, 1"
"REPSOL","GIRONA","AVENIDA DE LA CERDANYA, S/N"
"GALP","GIRONA","CARRETERA CTRA. C-253, P.K. 47,5 KM. 47,5"
"SHELL","GIRONA","CARRETERA A-II KM. 770,52"
"REPSOL","GIRONA","CARRETERA C-65 KM. 22,3"
"BENZINERA CASSÀ DE LA SELVA","GIRONA","CARRETERA C-65 KM. 16,12"
"ANEUOIL","GIRONA","CALLE DE LA VIA, 98"
"ESCLATOIL","GIRONA","CARRER SANT MAURICI, 21"
"E.S.MEX","GIRONA","C260 km 38.5"
"AVANZA OIL","GIRONA","AVENIDA JOAN CARLES, 44"
"ESCLATOIL","GIRONA","CALLE C/ CLOSA DELS FRARES, CANTONADA C/ ALT EMPORDÀ, S/N"
"EPSILON PLUS","GIRONA","AVENIDA PLATJA (DE LA), 34"
"GADCAR","GIRONA","AVENIDA GIRONA, S/N"
